Matched Trades
Order{id=38097, symbol='TSLA', side='buy', type='market', price=null, timeStamp=1608936633}
Order{id=24227, symbol='AMZN', side='sell', type='limit', price=3170.2, timeStamp=1608929661}

Order{id=41442, symbol='AMZN', side='buy', type='limit', price=3171.87, timeStamp=1608938309}
Order{id=41279, symbol='AMZN', side='sell', type='limit', price=3171.54, timeStamp=1608938224}

Order{id=33820, symbol='TSLA', side='sell', type='market', price=null, timeStamp=1608934503}
Order{id=33810, symbol='TSLA', side='buy', type='limit', price=658.66, timeStamp=1608934497}

Order{id=21493, symbol='TSLA', side='sell', type='market', price=null, timeStamp=1608928269}
Order{id=21481, symbol='TSLA', side='buy', type='limit', price=658.62, timeStamp=1608928261}

Order{id=2592, symbol='AAPL', side='sell', type='market', price=null, timeStamp=1608918722}
Order{id=2590, symbol='AAPL', side='buy', type='limit', price=131.52, timeStamp=1608918721}

Order{id=42499, symbol='AMZN', side='buy', type='limit', price=3170.44, timeStamp=1608938838}
Order{id=42498, symbol='AMZN', side='sell', type='limit', price=3170.37, timeStamp=1608938838}

Order{id=14839, symbol='AAPL', side='buy', type='market', price=null, timeStamp=1608924879}
Order{id=14829, symbol='AAPL', side='sell', type='limit', price=131.06, timeStamp=1608924874}

Order{id=31343, symbol='AMZN', side='sell', type='market', price=null, timeStamp=1608933240}
Order{id=31284, symbol='AMZN', side='buy', type='limit', price=3170.01, timeStamp=1608933212}

Order{id=37170, symbol='AAPL', side='buy', type='market', price=null, timeStamp=1608936166}
Order{id=37150, symbol='AAPL', side='sell', type='limit', price=131.53, timeStamp=1608936155}

Order{id=20668, symbol='AMZN', side='buy', type='market', price=3171.67, timeStamp=1608927858}
Order{id=20633, symbol='AMZN', side='sell', type='limit', price=3171.44, timeStamp=1608927840}

Order{id=28906, symbol='AAPL', side='sell', type='market', price=null, timeStamp=1608932016}
Order{id=28862, symbol='AAPL', side='buy', type='limit', price=131.2, timeStamp=1608931996}

Order{id=939, symbol='AMZN', side='buy', type='market', price=null, timeStamp=1608917876}
Order{id=933, symbol='AMZN', side='sell', type='limit', price=3170.72, timeStamp=1608917873}

Order{id=25209, symbol='AMZN', side='sell', type='market', price=null, timeStamp=1608930170}
Order{id=25195, symbol='AMZN', side='buy', type='limit', price=3170.34, timeStamp=1608930165}

Order{id=32462, symbol='TSLA', side='sell', type='market', price=null, timeStamp=1608933814}
Order{id=32444, symbol='TSLA', side='buy', type='limit', price=659.4, timeStamp=1608933806}

Order{id=31334, symbol='TSLA', side='sell', type='market', price=null, timeStamp=1608933235}
Order{id=31322, symbol='TSLA', side='buy', type='limit', price=658.75, timeStamp=1608933230}

Order{id=46033, symbol='AMZN', side='sell', type='limit', price=3171.22, timeStamp=1608940612}
Order{id=46018, symbol='AMZN', side='buy', type='limit', price=3171.48, timeStamp=1608940604}

Order{id=12097, symbol='TSLA', side='buy', type='limit', price=659.34, timeStamp=1608923506}
Order{id=12093, symbol='TSLA', side='sell', type='limit', price=659.03, timeStamp=1608923504}

Order{id=40782, symbol='AMZN', side='buy', type='market', price=null, timeStamp=1608937970}
Order{id=40761, symbol='AMZN', side='sell', type='limit', price=3170.53, timeStamp=1608937961}

Order{id=4284, symbol='AMZN', side='buy', type='market', price=null, timeStamp=1608919579}
Order{id=4280, symbol='AMZN', side='sell', type='limit', price=3171.44, timeStamp=1608919576}

Order{id=18696, symbol='TSLA', side='sell', type='market', price=null, timeStamp=1608926862}
Order{id=18694, symbol='TSLA', side='buy', type='limit', price=659.57, timeStamp=1608926862}

Order{id=36506, symbol='AMZN', side='buy', type='limit', price=3171.8, timeStamp=1608935838}
Order{id=36499, symbol='AMZN', side='sell', type='limit', price=3171.61, timeStamp=1608935835}

Order{id=26776, symbol='AAPL', side='buy', type='market', price=null, timeStamp=1608930947}
Order{id=26775, symbol='AAPL', side='sell', type='limit', price=130.67, timeStamp=1608930946}

Order{id=39333, symbol='AAPL', side='buy', type='market', price=null, timeStamp=1608937237}
Order{id=39252, symbol='AAPL', side='sell', type='limit', price=131.39, timeStamp=1608937193}

Order{id=4949, symbol='AMZN', side='sell', type='market', price=null, timeStamp=1608919916}
Order{id=4938, symbol='AMZN', side='buy', type='limit', price=3171.06, timeStamp=1608919910}

Order{id=34642, symbol='TSLA', side='buy', type='market', price=659.9, timeStamp=1608934913}
Order{id=34590, symbol='TSLA', side='sell', type='limit', price=658.52, timeStamp=1608934890}

Order{id=1956, symbol='AAPL', side='buy', type='market', price=null, timeStamp=1608918393}
Order{id=1952, symbol='AAPL', side='sell', type='limit', price=131.51, timeStamp=1608918391}

Order{id=25740, symbol='AMZN', side='buy', type='limit', price=3171.5, timeStamp=1608930439}
Order{id=25678, symbol='AMZN', side='sell', type='limit', price=3171.18, timeStamp=1608930404}

Order{id=33078, symbol='AAPL', side='sell', type='market', price=null, timeStamp=1608934129}
Order{id=33008, symbol='AAPL', side='buy', type='limit', price=130.35, timeStamp=1608934093}

Order{id=19161, symbol='AMZN', side='sell', type='limit', price=3170.39, timeStamp=1608927098}
Order{id=19143, symbol='AMZN', side='buy', type='limit', price=3171.04, timeStamp=1608927088}

Order{id=36518, symbol='AAPL', side='sell', type='limit', price=130.06, timeStamp=1608935843}
Order{id=36490, symbol='AAPL', side='buy', type='limit', price=130.67, timeStamp=1608935831}

Order{id=2822, symbol='AMZN', side='buy', type='limit', price=3171.89, timeStamp=1608918834}
Order{id=2795, symbol='AMZN', side='sell', type='limit', price=3170.64, timeStamp=1608918818}

Order{id=26562, symbol='TSLA', side='sell', type='market', price=null, timeStamp=1608930840}
Order{id=26417, symbol='TSLA', side='buy', type='limit', price=658.64, timeStamp=1608930767}

Order{id=29826, symbol='TSLA', side='buy', type='market', price=null, timeStamp=1608932483}
Order{id=29819, symbol='TSLA', side='sell', type='limit', price=659.12, timeStamp=1608932479}

Order{id=39276, symbol='AMZN', side='sell', type='market', price=null, timeStamp=1608937206}
Order{id=39249, symbol='AMZN', side='buy', type='limit', price=3170.32, timeStamp=1608937192}

Order{id=7070, symbol='AAPL', side='sell', type='limit', price=130.52, timeStamp=1608920983}
Order{id=7056, symbol='AAPL', side='buy', type='limit', price=131.52, timeStamp=1608920975}

Order{id=21881, symbol='AAPL', side='sell', type='market', price=null, timeStamp=1608928473}
Order{id=21878, symbol='AAPL', side='buy', type='limit', price=131.03, timeStamp=1608928472}

Order{id=40886, symbol='AAPL', side='buy', type='market', price=null, timeStamp=1608938027}
Order{id=40879, symbol='AAPL', side='sell', type='limit', price=130.14, timeStamp=1608938024}

Order{id=9243, symbol='AAPL', side='buy', type='market', price=null, timeStamp=1608922078}
Order{id=9226, symbol='AAPL', side='sell', type='limit', price=131.74, timeStamp=1608922067}

Order{id=23450, symbol='AAPL', side='sell', type='market', price=null, timeStamp=1608929268}
Order{id=23447, symbol='AAPL', side='buy', type='limit', price=130.56, timeStamp=1608929267}

Order{id=23888, symbol='AAPL', side='buy', type='market', price=null, timeStamp=1608929488}
Order{id=23685, symbol='AAPL', side='sell', type='limit', price=131.8, timeStamp=1608929382}

Order{id=44054, symbol='AAPL', side='sell', type='market', price=null, timeStamp=1608939626}
Order{id=44032, symbol='AAPL', side='buy', type='limit', price=130.15, timeStamp=1608939616}

Order{id=44970, symbol='TSLA', side='buy', type='market', price=null, timeStamp=1608940074}
Order{id=44955, symbol='TSLA', side='sell', type='limit', price=659.05, timeStamp=1608940065}

Order{id=23533, symbol='AMZN', side='sell', type='limit', price=3170.01, timeStamp=1608929311}
Order{id=23531, symbol='AMZN', side='buy', type='limit', price=3171.99, timeStamp=1608929310}

Order{id=26833, symbol='AAPL', side='buy', type='limit', price=131.27, timeStamp=1608930974}
Order{id=26829, symbol='AAPL', side='sell', type='limit', price=130.4, timeStamp=1608930972}

Order{id=27708, symbol='TSLA', side='sell', type='market', price=null, timeStamp=1608931421}
Order{id=27698, symbol='TSLA', side='buy', type='limit', price=659.07, timeStamp=1608931416}

Order{id=46123, symbol='AMZN', side='buy', type='market', price=null, timeStamp=1608940657}
Order{id=46101, symbol='AMZN', side='sell', type='limit', price=3171.16, timeStamp=1608940648}

Order{id=43864, symbol='AMZN', side='sell', type='market', price=null, timeStamp=1608939532}
Order{id=43835, symbol='AMZN', side='buy', type='limit', price=3170.24, timeStamp=1608939516}

Order{id=44947, symbol='AMZN', side='sell', type='limit', price=3170.35, timeStamp=1608940062}
Order{id=44914, symbol='AMZN', side='buy', type='limit', price=3170.83, timeStamp=1608940048}

Order{id=33965, symbol='AAPL', side='sell', type='limit', price=130.07, timeStamp=1608934579}
Order{id=33960, symbol='AAPL', side='buy', type='limit', price=130.75, timeStamp=1608934576}

Order{id=28301, symbol='AAPL', side='sell', type='market', price=null, timeStamp=1608931714}
Order{id=28280, symbol='AAPL', side='buy', type='limit', price=130.72, timeStamp=1608931704}

Order{id=1987, symbol='AAPL', side='sell', type='market', price=null, timeStamp=1608918407}
Order{id=1875, symbol='AAPL', side='buy', type='limit', price=130.26, timeStamp=1608918352}

Order{id=43890, symbol='AMZN', side='buy', type='market', price=null, timeStamp=1608939545}
Order{id=43876, symbol='AMZN', side='sell', type='limit', price=3170.81, timeStamp=1608939538}

Order{id=27888, symbol='AAPL', side='buy', type='market', price=null, timeStamp=1608931514}
Order{id=27823, symbol='AAPL', side='sell', type='limit', price=131.07, timeStamp=1608931482}

Order{id=24314, symbol='AMZN', side='sell', type='market', price=null, timeStamp=1608929701}
Order{id=24305, symbol='AMZN', side='buy', type='limit', price=3171.32, timeStamp=1608929694}

Order{id=1470, symbol='AAPL', side='buy', type='market', price=null, timeStamp=1608918141}
Order{id=1462, symbol='AAPL', side='sell', type='limit', price=131.17, timeStamp=1608918137}

Order{id=20353, symbol='AAPL', side='buy', type='market', price=null, timeStamp=1608927693}
Order{id=20351, symbol='AAPL', side='sell', type='limit', price=130.22, timeStamp=1608927691}

Order{id=22105, symbol='AMZN', side='buy', type='market', price=null, timeStamp=1608928579}
Order{id=21962, symbol='AMZN', side='sell', type='limit', price=3171.79, timeStamp=1608928506}

Order{id=1611, symbol='TSLA', side='buy', type='market', price=null, timeStamp=1608918212}
Order{id=1599, symbol='TSLA', side='sell', type='limit', price=658.92, timeStamp=1608918204}

Order{id=11549, symbol='TSLA', side='buy', type='market', price=null, timeStamp=1608923233}
Order{id=11524, symbol='TSLA', side='sell', type='limit', price=659.04, timeStamp=1608923219}

Order{id=5725, symbol='AMZN', side='sell', type='limit', price=3170.62, timeStamp=1608920299}
Order{id=5719, symbol='AMZN', side='buy', type='limit', price=3170.88, timeStamp=1608920297}

Order{id=36383, symbol='AMZN', side='sell', type='market', price=null, timeStamp=1608935781}
Order{id=36357, symbol='AMZN', side='buy', type='limit', price=3170.41, timeStamp=1608935768}

Order{id=10603, symbol='AAPL', side='buy', type='market', price=null, timeStamp=1608922755}
Order{id=10534, symbol='AAPL', side='sell', type='limit', price=131.39, timeStamp=1608922720}

Order{id=31548, symbol='AMZN', side='sell', type='market', price=null, timeStamp=1608933342}
Order{id=31413, symbol='AMZN', side='buy', type='limit', price=3170.68, timeStamp=1608933276}

Order{id=8436, symbol='AMZN', side='sell', type='market', price=null, timeStamp=1608921661}
Order{id=8421, symbol='AMZN', side='buy', type='limit', price=3171.05, timeStamp=1608921654}

Order{id=33312, symbol='AMZN', side='sell', type='market', price=null, timeStamp=1608934249}
Order{id=33243, symbol='AMZN', side='buy', type='limit', price=3170.63, timeStamp=1608934215}

Order{id=10178, symbol='TSLA', side='sell', type='market', price=null, timeStamp=1608922548}
Order{id=10172, symbol='TSLA', side='buy', type='limit', price=658.39, timeStamp=1608922545}

Order{id=41588, symbol='AMZN', side='buy', type='market', price=null, timeStamp=1608938380}
Order{id=41524, symbol='AMZN', side='sell', type='limit', price=3171.62, timeStamp=1608938348}

Order{id=4915, symbol='AMZN', side='buy', type='market', price=null, timeStamp=1608919899}
Order{id=4909, symbol='AMZN', side='sell', type='limit', price=3171.33, timeStamp=1608919897}

Order{id=5586, symbol='TSLA', side='buy', type='limit', price=658.93, timeStamp=1608920234}
Order{id=5569, symbol='TSLA', side='sell', type='limit', price=658.61, timeStamp=1608920225}

Order{id=22565, symbol='AAPL', side='buy', type='market', price=null, timeStamp=1608928818}
Order{id=22545, symbol='AAPL', side='sell', type='limit', price=131.77, timeStamp=1608928808}

Order{id=12989, symbol='AMZN', side='buy', type='limit', price=3171.66, timeStamp=1608923957}
Order{id=12959, symbol='AMZN', side='sell', type='limit', price=3170.9, timeStamp=1608923943}

Order{id=39485, symbol='AAPL', side='buy', type='market', price=null, timeStamp=1608937317}
Order{id=39360, symbol='AAPL', side='sell', type='limit', price=131.79, timeStamp=1608937252}

Order{id=44324, symbol='TSLA', side='buy', type='market', price=null, timeStamp=1608939754}
Order{id=44319, symbol='TSLA', side='sell', type='limit', price=659.3, timeStamp=1608939752}

Order{id=24204, symbol='AMZN', side='buy', type='limit', price=3170.45, timeStamp=1608929646}
Order{id=24199, symbol='AMZN', side='sell', type='limit', price=3170.4, timeStamp=1608929645}

Order{id=10768, symbol='TSLA', side='sell', type='market', price=null, timeStamp=1608922845}
Order{id=10764, symbol='TSLA', side='buy', type='limit', price=659.3, timeStamp=1608922844}

Order{id=44527, symbol='AMZN', side='buy', type='market', price=null, timeStamp=1608939855}
Order{id=44522, symbol='AMZN', side='sell', type='limit', price=3171.65, timeStamp=1608939854}

Order{id=32737, symbol='TSLA', side='sell', type='market', price=null, timeStamp=1608933952}
Order{id=32670, symbol='TSLA', side='buy', type='limit', price=658.62, timeStamp=1608933918}

Order{id=21392, symbol='AMZN', side='sell', type='market', price=null, timeStamp=1608928216}
Order{id=21386, symbol='AMZN', side='buy', type='limit', price=3171.7, timeStamp=1608928214}

Order{id=36793, symbol='TSLA', side='sell', type='market', price=null, timeStamp=1608935988}
Order{id=36783, symbol='TSLA', side='buy', type='limit', price=659.07, timeStamp=1608935982}

Order{id=16823, symbol='TSLA', side='sell', type='market', price=null, timeStamp=1608925898}
Order{id=16794, symbol='TSLA', side='buy', type='limit', price=658.15, timeStamp=1608925883}

Order{id=34856, symbol='AAPL', side='buy', type='market', price=null, timeStamp=1608935021}
Order{id=34840, symbol='AAPL', side='sell', type='limit', price=131.76, timeStamp=1608935014}

Order{id=32656, symbol='AAPL', side='buy', type='market', price=131.04, timeStamp=1608933909}
Order{id=32653, symbol='AAPL', side='sell', type='limit', price=131.18, timeStamp=1608933907}

Order{id=38718, symbol='TSLA', side='sell', type='market', price=null, timeStamp=1608936932}
Order{id=38717, symbol='TSLA', side='buy', type='limit', price=659.52, timeStamp=1608936931}

Order{id=21497, symbol='TSLA', side='sell', type='market', price=null, timeStamp=1608928270}
Order{id=21429, symbol='TSLA', side='buy', type='limit', price=658.42, timeStamp=1608928235}

Order{id=22481, symbol='AMZN', side='buy', type='limit', price=3171.09, timeStamp=1608928772}
Order{id=22473, symbol='AMZN', side='sell', type='limit', price=3171.05, timeStamp=1608928769}

Order{id=31129, symbol='AAPL', side='sell', type='market', price=null, timeStamp=1608933134}
Order{id=31125, symbol='AAPL', side='buy', type='limit', price=130.23, timeStamp=1608933132}

Order{id=4956, symbol='TSLA', side='sell', type='market', price=null, timeStamp=1608919919}
Order{id=4931, symbol='TSLA', side='buy', type='limit', price=658.5, timeStamp=1608919908}

Order{id=27259, symbol='AMZN', side='buy', type='market', price=null, timeStamp=1608931192}
Order{id=27218, symbol='AMZN', side='sell', type='limit', price=3170.99, timeStamp=1608931172}

Order{id=16899, symbol='TSLA', side='buy', type='market', price=null, timeStamp=1608925939}
Order{id=16864, symbol='TSLA', side='sell', type='limit', price=659.07, timeStamp=1608925919}

Order{id=29841, symbol='TSLA', side='sell', type='market', price=null, timeStamp=1608932490}
Order{id=29834, symbol='TSLA', side='buy', type='limit', price=659.52, timeStamp=1608932487}

Order{id=26385, symbol='AMZN', side='sell', type='market', price=null, timeStamp=1608930752}
Order{id=26335, symbol='AMZN', side='buy', type='limit', price=3171.42, timeStamp=1608930731}

Order{id=34425, symbol='AAPL', side='sell', type='market', price=null, timeStamp=1608934809}
Order{id=34415, symbol='AAPL', side='buy', type='limit', price=131.74, timeStamp=1608934804}

Order{id=28025, symbol='TSLA', side='sell', type='market', price=null, timeStamp=1608931584}
Order{id=28014, symbol='TSLA', side='buy', type='limit', price=659.15, timeStamp=1608931579}

Order{id=33337, symbol='AMZN', side='buy', type='market', price=null, timeStamp=1608934262}
Order{id=33308, symbol='AMZN', side='sell', type='limit', price=3171.25, timeStamp=1608934248}

Order{id=14358, symbol='AMZN', side='buy', type='market', price=null, timeStamp=1608924642}
Order{id=14341, symbol='AMZN', side='sell', type='limit', price=3171.25, timeStamp=1608924633}

Order{id=26312, symbol='TSLA', side='buy', type='market', price=null, timeStamp=1608930720}
Order{id=26241, symbol='TSLA', side='sell', type='limit', price=659.63, timeStamp=1608930685}

Order{id=5386, symbol='AMZN', side='buy', type='market', price=null, timeStamp=1608920132}
Order{id=5384, symbol='AMZN', side='sell', type='limit', price=3171.09, timeStamp=1608920131}

Order{id=22345, symbol='AAPL', side='sell', type='limit', price=131.37, timeStamp=1608928704}
Order{id=22324, symbol='AAPL', side='buy', type='limit', price=131.81, timeStamp=1608928693}

Order{id=33264, symbol='TSLA', side='sell', type='market', price=null, timeStamp=1608934226}
Order{id=33219, symbol='TSLA', side='buy', type='limit', price=658.35, timeStamp=1608934202}

Order{id=26197, symbol='TSLA', side='sell', type='market', price=null, timeStamp=1608930662}
Order{id=26176, symbol='TSLA', side='buy', type='limit', price=659.83, timeStamp=1608930654}

Order{id=30119, symbol='AAPL', side='buy', type='market', price=null, timeStamp=1608932629}
Order{id=30108, symbol='AAPL', side='sell', type='limit', price=130.24, timeStamp=1608932622}

Order{id=25816, symbol='AAPL', side='sell', type='market', price=null, timeStamp=1608930476}
Order{id=25690, symbol='AAPL', side='buy', type='limit', price=130.55, timeStamp=1608930411}

Order{id=41560, symbol='AAPL', side='sell', type='market', price=null, timeStamp=1608938366}
Order{id=41548, symbol='AAPL', side='buy', type='limit', price=130.3, timeStamp=1608938360}

Order{id=34947, symbol='TSLA', side='sell', type='market', price=null, timeStamp=1608935062}
Order{id=34801, symbol='TSLA', side='buy', type='limit', price=658.21, timeStamp=1608934992}

Order{id=30144, symbol='AMZN', side='buy', type='market', price=null, timeStamp=1608932639}
Order{id=30084, symbol='AMZN', side='sell', type='limit', price=3171.81, timeStamp=1608932609}

Order{id=20683, symbol='AMZN', side='buy', type='market', price=null, timeStamp=1608927865}
Order{id=20630, symbol='AMZN', side='sell', type='limit', price=3171.64, timeStamp=1608927837}

Order{id=28243, symbol='AMZN', side='buy', type='limit', price=3171.63, timeStamp=1608931687}
Order{id=28154, symbol='AMZN', side='sell', type='limit', price=3171.6, timeStamp=1608931647}

Order{id=26542, symbol='AMZN', side='sell', type='limit', price=3170.3, timeStamp=1608930830}
Order{id=26529, symbol='AMZN', side='buy', type='limit', price=3171.56, timeStamp=1608930823}

Order{id=43298, symbol='TSLA', side='buy', type='market', price=null, timeStamp=1608939245}
Order{id=43263, symbol='TSLA', side='sell', type='limit', price=659.22, timeStamp=1608939225}

Order{id=22134, symbol='TSLA', side='sell', type='market', price=null, timeStamp=1608928592}
Order{id=22130, symbol='TSLA', side='buy', type='limit', price=659.38, timeStamp=1608928589}

Order{id=41057, symbol='AAPL', side='buy', type='market', price=131.98, timeStamp=1608938112}
Order{id=41040, symbol='AAPL', side='sell', type='limit', price=131.25, timeStamp=1608938103}

Order{id=40752, symbol='AMZN', side='sell', type='market', price=null, timeStamp=1608937957}
Order{id=40750, symbol='AMZN', side='buy', type='limit', price=3170.68, timeStamp=1608937956}

Order{id=23897, symbol='TSLA', side='sell', type='limit', price=658.66, timeStamp=1608929493}
Order{id=23893, symbol='TSLA', side='buy', type='limit', price=659.53, timeStamp=1608929491}

Order{id=20667, symbol='AAPL', side='buy', type='limit', price=130.99, timeStamp=1608927857}
Order{id=20663, symbol='AAPL', side='sell', type='limit', price=130.6, timeStamp=1608927855}

Order{id=26794, symbol='AMZN', side='buy', type='limit', price=3170.96, timeStamp=1608930954}
Order{id=26790, symbol='AMZN', side='sell', type='limit', price=3170.93, timeStamp=1608930953}

Order{id=31856, symbol='TSLA', side='buy', type='limit', price=658.83, timeStamp=1608933506}
Order{id=31829, symbol='TSLA', side='sell', type='limit', price=658.68, timeStamp=1608933492}

Order{id=34117, symbol='AAPL', side='buy', type='market', price=131.2, timeStamp=1608934655}
Order{id=34048, symbol='AAPL', side='sell', type='limit', price=131.28, timeStamp=1608934620}

Order{id=9376, symbol='AMZN', side='buy', type='market', price=null, timeStamp=1608922141}
Order{id=9374, symbol='AMZN', side='sell', type='limit', price=3171.42, timeStamp=1608922139}

Order{id=7793, symbol='AMZN', side='sell', type='market', price=null, timeStamp=1608921337}
Order{id=7533, symbol='AMZN', side='buy', type='limit', price=3170.01, timeStamp=1608921220}

Order{id=37292, symbol='AAPL', side='sell', type='limit', price=130.09, timeStamp=1608936226}
Order{id=37287, symbol='AAPL', side='buy', type='limit', price=131.38, timeStamp=1608936223}

Order{id=5189, symbol='AAPL', side='buy', type='limit', price=130.18, timeStamp=1608920032}
Order{id=5185, symbol='AAPL', side='sell', type='limit', price=130.12, timeStamp=1608920030}

Order{id=40235, symbol='TSLA', side='buy', type='market', price=null, timeStamp=1608937698}
Order{id=40231, symbol='TSLA', side='sell', type='limit', price=658.07, timeStamp=1608937696}

Order{id=24265, symbol='AAPL', side='buy', type='market', price=null, timeStamp=1608929677}
Order{id=24261, symbol='AAPL', side='sell', type='limit', price=131.99, timeStamp=1608929675}

Order{id=1558, symbol='AAPL', side='sell', type='market', price=null, timeStamp=1608918184}
Order{id=1552, symbol='AAPL', side='buy', type='limit', price=130.13, timeStamp=1608918182}

Order{id=23800, symbol='TSLA', side='sell', type='market', price=null, timeStamp=1608929441}
Order{id=23799, symbol='TSLA', side='buy', type='limit', price=659.27, timeStamp=1608929441}

Order{id=19393, symbol='AAPL', side='buy', type='limit', price=131, timeStamp=1608927210}
Order{id=19387, symbol='AAPL', side='sell', type='limit', price=130.65, timeStamp=1608927206}

Order{id=41191, symbol='AAPL', side='sell', type='limit', price=130.78, timeStamp=1608938179}
Order{id=41107, symbol='AAPL', side='buy', type='limit', price=131.14, timeStamp=1608938137}

Order{id=247, symbol='AMZN', side='buy', type='market', price=3170.05, timeStamp=1608917531}
Order{id=173, symbol='AMZN', side='sell', type='limit', price=3171.03, timeStamp=1608917494}

Order{id=468, symbol='AMZN', side='buy', type='market', price=null, timeStamp=1608917645}
Order{id=440, symbol='AMZN', side='sell', type='limit', price=3171.08, timeStamp=1608917629}

Order{id=20110, symbol='TSLA', side='buy', type='market', price=null, timeStamp=1608927570}
Order{id=20034, symbol='TSLA', side='sell', type='limit', price=658.5, timeStamp=1608927532}

Order{id=29796, symbol='AMZN', side='sell', type='market', price=null, timeStamp=1608932469}
Order{id=29761, symbol='AMZN', side='buy', type='limit', price=3170.81, timeStamp=1608932453}

Order{id=34262, symbol='AAPL', side='buy', type='limit', price=131.76, timeStamp=1608934727}
Order{id=33988, symbol='AAPL', side='sell', type='limit', price=131.68, timeStamp=1608934590}

Order{id=11714, symbol='AMZN', side='buy', type='limit', price=3171.7, timeStamp=1608923315}
Order{id=11699, symbol='AMZN', side='sell', type='limit', price=3170.37, timeStamp=1608923307}

Order{id=21370, symbol='AAPL', side='sell', type='market', price=null, timeStamp=1608928205}
Order{id=21365, symbol='AAPL', side='buy', type='limit', price=130.92, timeStamp=1608928202}

Order{id=3014, symbol='TSLA', side='sell', type='market', price=null, timeStamp=1608918934}
Order{id=2959, symbol='TSLA', side='buy', type='limit', price=658.54, timeStamp=1608918907}

Order{id=32510, symbol='AAPL', side='sell', type='market', price=null, timeStamp=1608933839}
Order{id=32500, symbol='AAPL', side='buy', type='limit', price=130.45, timeStamp=1608933834}

Order{id=26696, symbol='AMZN', side='buy', type='market', price=null, timeStamp=1608930904}
Order{id=26680, symbol='AMZN', side='sell', type='limit', price=3171.72, timeStamp=1608930897}

Order{id=12744, symbol='TSLA', side='sell', type='market', price=null, timeStamp=1608923834}
Order{id=12726, symbol='TSLA', side='buy', type='limit', price=659.36, timeStamp=1608923825}

Order{id=13817, symbol='AAPL', side='buy', type='limit', price=131.71, timeStamp=1608924365}
Order{id=13814, symbol='AAPL', side='sell', type='limit', price=130.44, timeStamp=1608924363}

Order{id=22936, symbol='AAPL', side='sell', type='market', price=null, timeStamp=1608929012}
Order{id=22918, symbol='AAPL', side='buy', type='limit', price=130.72, timeStamp=1608929004}

Order{id=45578, symbol='AMZN', side='sell', type='market', price=null, timeStamp=1608940383}
Order{id=45558, symbol='AMZN', side='buy', type='limit', price=3171.04, timeStamp=1608940373}

Order{id=27865, symbol='AMZN', side='sell', type='market', price=null, timeStamp=1608931502}
Order{id=27779, symbol='AMZN', side='buy', type='limit', price=3170.65, timeStamp=1608931460}

Order{id=31603, symbol='AMZN', side='buy', type='limit', price=3171.49, timeStamp=1608933373}
Order{id=31587, symbol='AMZN', side='sell', type='limit', price=3170.18, timeStamp=1608933362}

Order{id=37085, symbol='TSLA', side='buy', type='limit', price=659.84, timeStamp=1608936122}
Order{id=36936, symbol='TSLA', side='sell', type='limit', price=659.73, timeStamp=1608936053}

Order{id=43172, symbol='TSLA', side='sell', type='market', price=null, timeStamp=1608939177}
Order{id=43114, symbol='TSLA', side='buy', type='limit', price=658.72, timeStamp=1608939147}

Order{id=9348, symbol='AAPL', side='buy', type='market', price=null, timeStamp=1608922127}
Order{id=9336, symbol='AAPL', side='sell', type='limit', price=130.83, timeStamp=1608922122}

Order{id=15562, symbol='AMZN', side='sell', type='market', price=null, timeStamp=1608925252}
Order{id=15157, symbol='AMZN', side='buy', type='limit', price=3170.11, timeStamp=1608925039}

Order{id=28143, symbol='TSLA', side='buy', type='market', price=null, timeStamp=1608931640}
Order{id=28122, symbol='TSLA', side='sell', type='limit', price=659.31, timeStamp=1608931629}

Order{id=26868, symbol='AMZN', side='buy', type='market', price=null, timeStamp=1608930989}
Order{id=26797, symbol='AMZN', side='sell', type='limit', price=3171.77, timeStamp=1608930956}

Order{id=33854, symbol='AMZN', side='sell', type='limit', price=3170.26, timeStamp=1608934523}
Order{id=33828, symbol='AMZN', side='buy', type='limit', price=3170.61, timeStamp=1608934508}

Order{id=43697, symbol='TSLA', side='buy', type='market', price=null, timeStamp=1608939447}
Order{id=43678, symbol='TSLA', side='sell', type='limit', price=658.72, timeStamp=1608939435}

Order{id=23845, symbol='AAPL', side='buy', type='limit', price=130.86, timeStamp=1608929465}
Order{id=23832, symbol='AAPL', side='sell', type='limit', price=130.67, timeStamp=1608929458}

Order{id=28072, symbol='TSLA', side='buy', type='limit', price=659.8, timeStamp=1608931604}
Order{id=28065, symbol='TSLA', side='sell', type='limit', price=659.3, timeStamp=1608931601}

Order{id=31440, symbol='AAPL', side='sell', type='limit', price=130.25, timeStamp=1608933288}
Order{id=31393, symbol='AAPL', side='buy', type='limit', price=130.49, timeStamp=1608933265}

Order{id=41338, symbol='TSLA', side='buy', type='market', price=null, timeStamp=1608938252}
Order{id=41334, symbol='TSLA', side='sell', type='limit', price=658.39, timeStamp=1608938250}

Order{id=13043, symbol='AMZN', side='buy', type='market', price=null, timeStamp=1608923982}
Order{id=13012, symbol='AMZN', side='sell', type='limit', price=3170.68, timeStamp=1608923967}

Order{id=37155, symbol='TSLA', side='sell', type='market', price=null, timeStamp=1608936158}
