Order{id=2, symbol='FB', side='buy', type='market', price=null, timeStamp=1608917400}
Order{id=9887, symbol='AAPL', side='buy', type='limit', price=null, timeStamp=1608922394}
Order{id=9889, symbol='GOOG', side='sell', type='market', price=1733.44, timeStamp=1608922395}
Order{id=9892, symbol='FB', side='sell', type='limit', price=265.73, timeStamp=1608922398}
Order{id=9893, symbol='GOOG', side='sell', type='limit', price=1732.51, timeStamp=1608922398}
Order{id=9894, symbol='TSLA', side='sell', type='market', price=null, timeStamp=1608922399}
Order{id=9897, symbol='FB', side='sell', type='market', price=null, timeStamp=1608922400}
Order{id=9898, symbol='FB', side='buy', type='limit', price=266.51, timeStamp=1608922400}
Order{id=9899, symbol='FB', side='sell', type='market', price=265.74, timeStamp=1608922401}
Order{id=9900, symbol='GOOG', side='buy', type='market', price=null, timeStamp=1608922401}
Order{id=9901, symbol='GOOG', side='buy', type='limit', price=1732.75, timeStamp=1608922401}
Order{id=9902, symbol='GOOG', side='sell', type='limit', price=1732.78, timeStamp=1608922402}
Order{id=9903, symbol='FB', side='buy', type='limit', price=265.94, timeStamp=1608922403}
Order{id=9905, symbol='FB', side='buy', type='market', price=266.17, timeStamp=1608922404}
Order{id=9906, symbol='TSLA', side='sell', type='market', price=658.35, timeStamp=1608922405}
Order{id=9907, symbol='AMZN', side='sell', type='market', price=null, timeStamp=1608922406}
Order{id=9909, symbol='FB', side='buy', type='market', price=null, timeStamp=1608922406}
Order{id=9912, symbol='FB', side='sell', type='market', price=null, timeStamp=1608922408}
Order{id=9913, symbol='AAPL', side='sell', type='market', price=null, timeStamp=1608922408}
Order{id=9914, symbol='FB', side='buy', type='limit', price=265.86, timeStamp=1608922409}
Order{id=9915, symbol='AMZN', side='sell', type='market', price=null, timeStamp=1608922409}
Order{id=9916, symbol='AMZN', side='sell', type='market', price=3171.83, timeStamp=1608922409}
Order{id=9917, symbol='FB', side='buy', type='market', price=null, timeStamp=1608922410}
Order{id=9918, symbol='GOOG', side='buy', type='market', price=1733.49, timeStamp=1608922411}
Order{id=9919, symbol='FB', side='sell', type='limit', price=265.68, timeStamp=1608922411}
Order{id=9921, symbol='GOOG', side='sell', type='limit', price=1732.84, timeStamp=1608922413}
Order{id=9922, symbol='TSLA', side='sell', type='market', price=null, timeStamp=1608922413}
Order{id=9923, symbol='GOOG', side='sell', type='limit', price=1733.46, timeStamp=1608922414}
Order{id=9926, symbol='AAPL', side='buy', type='market', price=null, timeStamp=1608922415}
Order{id=9927, symbol='AAPL', side='buy', type='market', price=null, timeStamp=1608922416}
Order{id=9933, symbol='GOOG', side='buy', type='limit', price=1732.79, timeStamp=1608922419}
Order{id=9934, symbol='FB', side='buy', type='market', price=null, timeStamp=1608922419}
Order{id=9937, symbol='GOOG', side='buy', type='market', price=null, timeStamp=1608922420}
Order{id=9938, symbol='FB', side='sell', type='market', price=null, timeStamp=1608922421}
Order{id=9943, symbol='GOOG', side='buy', type='limit', price=1732.34, timeStamp=1608922424}
Order{id=9944, symbol='GOOG', side='sell', type='limit', price=1732.64, timeStamp=1608922424}
Order{id=9945, symbol='FB', side='sell', type='limit', price=266.5, timeStamp=1608922425}
Order{id=9950, symbol='GOOG', side='sell', type='limit', price=1732.58, timeStamp=1608922428}
Order{id=9951, symbol='GOOG', side='sell', type='limit', price=null, timeStamp=1608922428}
Order{id=9953, symbol='GOOG', side='sell', type='market', price=null, timeStamp=1608922429}
Order{id=9954, symbol='FB', side='buy', type='market', price=null, timeStamp=1608922430}
Order{id=9955, symbol='FB', side='sell', type='limit', price=265.13, timeStamp=1608922431}
Order{id=9956, symbol='TSLA', side='buy', type='market', price=null, timeStamp=1608922431}
Order{id=9957, symbol='GOOG', side='sell', type='market', price=null, timeStamp=1608922431}
Order{id=9961, symbol='TSLA', side='buy', type='market', price=null, timeStamp=1608922433}
Order{id=9963, symbol='AMZN', side='sell', type='market', price=3170.3, timeStamp=1608922434}
Order{id=9964, symbol='FB', side='buy', type='limit', price=266.13, timeStamp=1608922434}
Order{id=9965, symbol='GOOG', side='buy', type='limit', price=1733.77, timeStamp=1608922435}
Order{id=9967, symbol='AMZN', side='sell', type='market', price=null, timeStamp=1608922436}
Order{id=9968, symbol='GOOG', side='buy', type='limit', price=1733.94, timeStamp=1608922436}
Order{id=9970, symbol='FB', side='sell', type='market', price=null, timeStamp=1608922436}
Order{id=9971, symbol='FB', side='sell', type='market', price=null, timeStamp=1608922437}
Order{id=9974, symbol='FB', side='sell', type='market', price=null, timeStamp=1608922438}
Order{id=9975, symbol='GOOG', side='buy', type='limit', price=1732.7, timeStamp=1608922438}
Order{id=9984, symbol='FB', side='buy', type='market', price=null, timeStamp=1608922442}
Order{id=9986, symbol='AMZN', side='buy', type='market', price=null, timeStamp=1608922443}
Order{id=9987, symbol='GOOG', side='buy', type='limit', price=1733, timeStamp=1608922444}
Order{id=9989, symbol='AAPL', side='buy', type='market', price=null, timeStamp=1608922445}
Order{id=9990, symbol='TSLA', side='sell', type='market', price=null, timeStamp=1608922445}
Order{id=9992, symbol='AMZN', side='buy', type='market', price=null, timeStamp=1608922446}
Order{id=9993, symbol='GOOG', side='buy', type='market', price=null, timeStamp=1608922447}
Order{id=9995, symbol='GOOG', side='buy', type='limit', price=1733.28, timeStamp=1608922448}
Order{id=9997, symbol='FB', side='buy', type='market', price=null, timeStamp=1608922449}
Order{id=9998, symbol='GOOG', side='sell', type='market', price=null, timeStamp=1608922450}
Order{id=10000, symbol='FB', side='buy', type='limit', price=266.66, timeStamp=1608922451}
Order{id=10001, symbol='GOOG', side='buy', type='market', price=null, timeStamp=1608922451}
Order{id=10003, symbol='FB', side='buy', type='limit', price=265.51, timeStamp=1608922453}
Order{id=10006, symbol='GOOG', side='buy', type='limit', price=1733.01, timeStamp=1608922455}
Order{id=10008, symbol='AAPL', side='buy', type='market', price=null, timeStamp=1608922456}
Order{id=10009, symbol='GOOG', side='sell', type='market', price=null, timeStamp=1608922456}
Order{id=10015, symbol='GOOG', side='buy', type='market', price=null, timeStamp=1608922459}
Order{id=10016, symbol='FB', side='buy', type='market', price=null, timeStamp=1608922459}
Order{id=10017, symbol='GOOG', side='buy', type='limit', price=1732.78, timeStamp=1608922459}
Order{id=10018, symbol='FB', side='sell', type='limit', price=266.63, timeStamp=1608922460}
Order{id=10019, symbol='GOOG', side='sell', type='limit', price=1732.73, timeStamp=1608922460}
Order{id=10020, symbol='FB', side='buy', type='market', price=null, timeStamp=1608922461}
Order{id=10021, symbol='GOOG', side='buy', type='market', price=null, timeStamp=1608922462}
Order{id=10022, symbol='AAPL', side='buy', type='market', price=null, timeStamp=1608922462}
Order{id=10025, symbol='AAPL', side='buy', type='market', price=null, timeStamp=1608922464}
Order{id=10026, symbol='GOOG', side='buy', type='market', price=null, timeStamp=1608922465}
Order{id=10027, symbol='AAPL', side='buy', type='market', price=null, timeStamp=1608922466}
Order{id=10029, symbol='FB', side='buy', type='limit', price=265.04, timeStamp=1608922467}
Order{id=10030, symbol='TSLA', side='sell', type='market', price=null, timeStamp=1608922467}
Order{id=10032, symbol='FB', side='buy', type='limit', price=265.81, timeStamp=1608922469}
Order{id=10034, symbol='FB', side='sell', type='limit', price=265.85, timeStamp=1608922470}
Order{id=10035, symbol='GOOG', side='buy', type='limit', price=null, timeStamp=1608922471}
Order{id=10038, symbol='GOOG', side='buy', type='limit', price=1733.4, timeStamp=1608922471}
Order{id=10043, symbol='GOOG', side='sell', type='market', price=null, timeStamp=1608922475}
Order{id=10046, symbol='FB', side='sell', type='market', price=null, timeStamp=1608922477}
Order{id=10047, symbol='GOOG', side='buy', type='market', price=null, timeStamp=1608922477}
Order{id=10051, symbol='GOOG', side='sell', type='market', price=null, timeStamp=1608922479}
Order{id=10052, symbol='FB', side='sell', type='market', price=null, timeStamp=1608922480}
Order{id=10053, symbol='AMZN', side='buy', type='market', price=null, timeStamp=1608922481}
Order{id=10055, symbol='GOOG', side='sell', type='limit', price=1733.19, timeStamp=1608922482}
Order{id=10058, symbol='FB', side='buy', type='limit', price=265.01, timeStamp=1608922484}
Order{id=10060, symbol='GOOG', side='sell', type='limit', price=1733.79, timeStamp=1608922485}
Order{id=10062, symbol='GOOG', side='buy', type='market', price=null, timeStamp=1608922486}
Order{id=10063, symbol='FB', side='buy', type='market', price=null, timeStamp=1608922487}
Order{id=10065, symbol='GOOG', side='sell', type='limit', price=1732.87, timeStamp=1608922487}
Order{id=10066, symbol='AAPL', side='buy', type='market', price=null, timeStamp=1608922488}
Order{id=10068, symbol='AAPL', side='sell', type='limit', price=null, timeStamp=1608922489}
Order{id=10070, symbol='GOOG', side='buy', type='limit', price=1732.69, timeStamp=1608922491}
Order{id=10072, symbol='FB', side='buy', type='limit', price=266.56, timeStamp=1608922492}
Order{id=10076, symbol='TSLA', side='sell', type='limit', price=null, timeStamp=1608922494}
Order{id=10079, symbol='GOOG', side='buy', type='limit', price=1733.6, timeStamp=1608922496}
Order{id=10081, symbol='GOOG', side='sell', type='limit', price=1733.52, timeStamp=1608922497}
Order{id=10082, symbol='GOOG', side='buy', type='limit', price=1732.35, timeStamp=1608922498}
Order{id=10086, symbol='GOOG', side='buy', type='limit', price=1732.66, timeStamp=1608922498}
Order{id=10088, symbol='FB', side='buy', type='market', price=null, timeStamp=1608922500}
Order{id=10089, symbol='AAPL', side='buy', type='market', price=null, timeStamp=1608922500}
Order{id=10091, symbol='GOOG', side='sell', type='limit', price=1732.97, timeStamp=1608922502}
Order{id=10095, symbol='FB', side='buy', type='limit', price=266.04, timeStamp=1608922504}
Order{id=10097, symbol='FB', side='buy', type='market', price=null, timeStamp=1608922505}
Order{id=10098, symbol='AAPL', side='buy', type='market', price=null, timeStamp=1608922506}
Order{id=10099, symbol='FB', side='sell', type='market', price=null, timeStamp=1608922507}
Order{id=10100, symbol='TSLA', side='buy', type='market', price=null, timeStamp=1608922507}
Order{id=10102, symbol='AAPL', side='buy', type='market', price=null, timeStamp=1608922508}
Order{id=10103, symbol='TSLA', side='sell', type='market', price=null, timeStamp=1608922509}
Order{id=10104, symbol='FB', side='buy', type='limit', price=266.55, timeStamp=1608922510}
Order{id=10110, symbol='GOOG', side='buy', type='limit', price=1732.49, timeStamp=1608922513}
Order{id=10111, symbol='GOOG', side='buy', type='limit', price=1732.76, timeStamp=1608922513}
Order{id=10117, symbol='FB', side='sell', type='market', price=null, timeStamp=1608922517}
Order{id=10119, symbol='GOOG', side='sell', type='limit', price=1732.35, timeStamp=1608922518}
Order{id=10120, symbol='TSLA', side='sell', type='market', price=658.96, timeStamp=1608922518}
Order{id=10121, symbol='GOOG', side='buy', type='market', price=null, timeStamp=1608922519}
Order{id=10124, symbol='AMZN', side='buy', type='market', price=null, timeStamp=1608922520}
Order{id=10125, symbol='FB', side='sell', type='market', price=null, timeStamp=1608922520}
Order{id=10126, symbol='AMZN', side='buy', type='market', price=3171.36, timeStamp=1608922520}
Order{id=10133, symbol='AAPL', side='buy', type='market', price=null, timeStamp=1608922524}
Order{id=10135, symbol='FB', side='buy', type='limit', price=266.23, timeStamp=1608922525}
Order{id=10140, symbol='GOOG', side='buy', type='limit', price=1732.08, timeStamp=1608922527}
Order{id=10142, symbol='GOOG', side='buy', type='limit', price=1733.88, timeStamp=1608922528}
Order{id=10153, symbol='FB', side='sell', type='limit', price=266.5, timeStamp=1608922535}
Order{id=10154, symbol='TSLA', side='buy', type='market', price=null, timeStamp=1608922536}
Order{id=10156, symbol='FB', side='buy', type='limit', price=266.49, timeStamp=1608922537}
Order{id=10157, symbol='AMZN', side='buy', type='market', price=null, timeStamp=1608922537}
Order{id=10158, symbol='GOOG', side='buy', type='limit', price=1733.43, timeStamp=1608922538}
Order{id=10159, symbol='FB', side='sell', type='market', price=null, timeStamp=1608922538}
Order{id=10161, symbol='GOOG', side='sell', type='limit', price=1733.66, timeStamp=1608922540}
Order{id=10162, symbol='FB', side='sell', type='market', price=null, timeStamp=1608922541}
Order{id=10163, symbol='AMZN', side='buy', type='market', price=null, timeStamp=1608922541}
Order{id=10166, symbol='FB', side='sell', type='limit', price=266.31, timeStamp=1608922542}
Order{id=10167, symbol='GOOG', side='buy', type='limit', price=1733.36, timeStamp=1608922543}
Order{id=10168, symbol='GOOG', side='buy', type='limit', price=1733.31, timeStamp=1608922543}
Order{id=10169, symbol='GOOG', side='sell', type='limit', price=1732.5, timeStamp=1608922543}
Order{id=10171, symbol='FB', side='sell', type='limit', price=265.77, timeStamp=1608922545}
Order{id=10174, symbol='AAPL', side='buy', type='market', price=null, timeStamp=1608922546}
Order{id=10175, symbol='GOOG', side='buy', type='limit', price=1733.23, timeStamp=1608922547}
Order{id=10177, symbol='GOOG', side='buy', type='market', price=null, timeStamp=1608922548}
Order{id=10179, symbol='FB', side='sell', type='limit', price=265.39, timeStamp=1608922548}
Order{id=10186, symbol='GOOG', side='sell', type='limit', price=1732.78, timeStamp=1608922553}
Order{id=10187, symbol='FB', side='sell', type='market', price=null, timeStamp=1608922554}
Order{id=10190, symbol='GOOG', side='sell', type='limit', price=1733.66, timeStamp=1608922555}
Order{id=10191, symbol='TSLA', side='sell', type='market', price=null, timeStamp=1608922555}
Order{id=10194, symbol='GOOG', side='buy', type='limit', price=1732.12, timeStamp=1608922556}
Order{id=10200, symbol='FB', side='sell', type='limit', price=266.33, timeStamp=1608922559}
Order{id=10201, symbol='TSLA', side='sell', type='market', price=null, timeStamp=1608922560}
Order{id=10202, symbol='FB', side='sell', type='market', price=null, timeStamp=1608922560}
Order{id=10203, symbol='GOOG', side='sell', type='market', price=null, timeStamp=1608922561}
Order{id=10205, symbol='TSLA', side='buy', type='limit', price=null, timeStamp=1608922562}
Order{id=10207, symbol='TSLA', side='sell', type='market', price=null, timeStamp=1608922563}
Order{id=10209, symbol='GOOG', side='buy', type='limit', price=1732.83, timeStamp=1608922563}
Order{id=10210, symbol='GOOG', side='sell', type='market', price=null, timeStamp=1608922564}
Order{id=10215, symbol='GOOG', side='buy', type='limit', price=1733.43, timeStamp=1608922565}
Order{id=10216, symbol='AMZN', side='buy', type='market', price=null, timeStamp=1608922566}
Order{id=10218, symbol='GOOG', side='buy', type='limit', price=1733.3, timeStamp=1608922566}
Order{id=10219, symbol='AMZN', side='sell', type='market', price=null, timeStamp=1608922566}
Order{id=10222, symbol='AMZN', side='sell', type='market', price=null, timeStamp=1608922568}
Order{id=10224, symbol='FB', side='buy', type='limit', price=266.76, timeStamp=1608922568}
Order{id=10226, symbol='AMZN', side='buy', type='market', price=null, timeStamp=1608922569}
Order{id=10227, symbol='GOOG', side='sell', type='market', price=null, timeStamp=1608922569}
Order{id=10229, symbol='AMZN', side='buy', type='market', price=null, timeStamp=1608922571}
Order{id=10231, symbol='GOOG', side='buy', type='market', price=null, timeStamp=1608922572}
Order{id=10234, symbol='AMZN', side='buy', type='market', price=null, timeStamp=1608922573}
Order{id=10236, symbol='GOOG', side='buy', type='limit', price=1732.27, timeStamp=1608922574}
Order{id=10237, symbol='FB', side='sell', type='limit', price=266.53, timeStamp=1608922574}
Order{id=10238, symbol='FB', side='buy', type='limit', price=265.63, timeStamp=1608922575}
Order{id=10239, symbol='FB', side='buy', type='market', price=null, timeStamp=1608922575}
Order{id=10241, symbol='AMZN', side='buy', type='market', price=null, timeStamp=1608922576}
Order{id=10242, symbol='AAPL', side='sell', type='limit', price=null, timeStamp=1608922577}
Order{id=10243, symbol='GOOG', side='sell', type='limit', price=1733.2, timeStamp=1608922577}
Order{id=10244, symbol='FB', side='sell', type='market', price=null, timeStamp=1608922578}
Order{id=10248, symbol='FB', side='buy', type='market', price=null, timeStamp=1608922581}
Order{id=10249, symbol='FB', side='sell', type='limit', price=266.75, timeStamp=1608922582}
Order{id=10251, symbol='GOOG', side='buy', type='limit', price=1733.66, timeStamp=1608922583}
Order{id=10252, symbol='TSLA', side='sell', type='market', price=null, timeStamp=1608922583}
Order{id=10253, symbol='GOOG', side='buy', type='limit', price=1732.55, timeStamp=1608922584}
Order{id=10254, symbol='TSLA', side='sell', type='market', price=null, timeStamp=1608922584}
Order{id=10255, symbol='AMZN', side='sell', type='market', price=null, timeStamp=1608922585}
Order{id=10256, symbol='AMZN', side='sell', type='market', price=null, timeStamp=1608922585}
Order{id=10258, symbol='TSLA', side='sell', type='market', price=null, timeStamp=1608922585}
Order{id=10260, symbol='GOOG', side='sell', type='limit', price=1733.4, timeStamp=1608922586}
Order{id=10264, symbol='GOOG', side='buy', type='limit', price=1732.37, timeStamp=1608922588}
Order{id=10266, symbol='GOOG', side='buy', type='limit', price=1732.18, timeStamp=1608922590}
Order{id=10267, symbol='FB', side='buy', type='market', price=null, timeStamp=1608922590}
Order{id=10274, symbol='AMZN', side='buy', type='limit', price=null, timeStamp=1608922593}
Order{id=10275, symbol='AMZN', side='buy', type='limit', price=null, timeStamp=1608922594}
Order{id=10277, symbol='FB', side='sell', type='limit', price=265.2, timeStamp=1608922594}
Order{id=10278, symbol='FB', side='buy', type='market', price=null, timeStamp=1608922595}
Order{id=10280, symbol='GOOG', side='buy', type='limit', price=1733.58, timeStamp=1608922597}
Order{id=10282, symbol='FB', side='buy', type='market', price=null, timeStamp=1608922598}
Order{id=10283, symbol='GOOG', side='sell', type='limit', price=1732.46, timeStamp=1608922599}
Order{id=10286, symbol='GOOG', side='sell', type='market', price=null, timeStamp=1608922601}
Order{id=10288, symbol='GOOG', side='buy', type='market', price=null, timeStamp=1608922602}
Order{id=10289, symbol='FB', side='buy', type='market', price=null, timeStamp=1608922602}
Order{id=10290, symbol='GOOG', side='sell', type='limit', price=1733.79, timeStamp=1608922603}
Order{id=10292, symbol='GOOG', side='sell', type='limit', price=1733.3, timeStamp=1608922605}
Order{id=10293, symbol='GOOG', side='buy', type='limit', price=1733.53, timeStamp=1608922606}
Order{id=10294, symbol='GOOG', side='sell', type='market', price=null, timeStamp=1608922607}
Order{id=10295, symbol='FB', side='sell', type='limit', price=265.46, timeStamp=1608922607}
Order{id=10304, symbol='GOOG', side='buy', type='market', price=null, timeStamp=1608922611}
Order{id=10305, symbol='FB', side='buy', type='market', price=null, timeStamp=1608922612}
Order{id=10307, symbol='FB', side='sell', type='market', price=null, timeStamp=1608922612}
Order{id=10308, symbol='AAPL', side='buy', type='market', price=131.27, timeStamp=1608922612}
Order{id=10311, symbol='FB', side='buy', type='market', price=266.03, timeStamp=1608922614}
Order{id=10314, symbol='FB', side='buy', type='market', price=null, timeStamp=1608922615}
Order{id=10317, symbol='FB', side='buy', type='limit', price=266.95, timeStamp=1608922617}
Order{id=10318, symbol='GOOG', side='sell', type='limit', price=1733.44, timeStamp=1608922617}
Order{id=10321, symbol='FB', side='sell', type='market', price=266.07, timeStamp=1608922618}
Order{id=10324, symbol='FB', side='sell', type='limit', price=265.38, timeStamp=1608922620}
Order{id=10328, symbol='FB', side='buy', type='market', price=null, timeStamp=1608922623}
Order{id=10337, symbol='GOOG', side='buy', type='limit', price=1732.54, timeStamp=1608922626}
Order{id=10338, symbol='GOOG', side='buy', type='limit', price=1733.59, timeStamp=1608922626}
Order{id=10339, symbol='AAPL', side='buy', type='market', price=null, timeStamp=1608922627}
Order{id=10341, symbol='GOOG', side='buy', type='limit', price=1732.33, timeStamp=1608922628}
Order{id=10342, symbol='FB', side='buy', type='limit', price=266.05, timeStamp=1608922629}
Order{id=10345, symbol='FB', side='buy', type='market', price=null, timeStamp=1608922630}
Order{id=10346, symbol='GOOG', side='buy', type='limit', price=1732.9, timeStamp=1608922631}
Order{id=10347, symbol='GOOG', side='sell', type='market', price=null, timeStamp=1608922631}
Order{id=10348, symbol='AAPL', side='buy', type='market', price=null, timeStamp=1608922632}
Order{id=10349, symbol='GOOG', side='sell', type='limit', price=1733.6, timeStamp=1608922632}
Order{id=10350, symbol='FB', side='sell', type='market', price=null, timeStamp=1608922633}
Order{id=10352, symbol='GOOG', side='buy', type='market', price=null, timeStamp=1608922635}
Order{id=10354, symbol='FB', side='sell', type='market', price=null, timeStamp=1608922636}
Order{id=10355, symbol='AAPL', side='buy', type='market', price=null, timeStamp=1608922637}
Order{id=10356, symbol='FB', side='buy', type='market', price=null, timeStamp=1608922637}
Order{id=10358, symbol='FB', side='sell', type='market', price=265.77, timeStamp=1608922638}
Order{id=10360, symbol='GOOG', side='buy', type='limit', price=1732.57, timeStamp=1608922640}
Order{id=10361, symbol='GOOG', side='buy', type='market', price=null, timeStamp=1608922640}
Order{id=10364, symbol='GOOG', side='buy', type='market', price=null, timeStamp=1608922642}
Order{id=10367, symbol='GOOG', side='sell', type='market', price=null, timeStamp=1608922642}
Order{id=10369, symbol='FB', side='buy', type='market', price=null, timeStamp=1608922644}
Order{id=10373, symbol='FB', side='buy', type='market', price=null, timeStamp=1608922646}
Order{id=10374, symbol='FB', side='buy', type='market', price=null, timeStamp=1608922647}
Order{id=10375, symbol='FB', side='sell', type='market', price=null, timeStamp=1608922647}
Order{id=10376, symbol='GOOG', side='sell', type='limit', price=1732.4, timeStamp=1608922647}
Order{id=10377, symbol='GOOG', side='buy', type='limit', price=1732.44, timeStamp=1608922648}
Order{id=10382, symbol='GOOG', side='sell', type='limit', price=1733.03, timeStamp=1608922651}
Order{id=10386, symbol='FB', side='sell', type='market', price=null, timeStamp=1608922652}
Order{id=10394, symbol='GOOG', side='sell', type='limit', price=1733.41, timeStamp=1608922655}
Order{id=10395, symbol='TSLA', side='sell', type='market', price=null, timeStamp=1608922656}
Order{id=10396, symbol='GOOG', side='buy', type='market', price=null, timeStamp=1608922656}
Order{id=10398, symbol='GOOG', side='buy', type='market', price=null, timeStamp=1608922656}
Order{id=10403, symbol='TSLA', side='sell', type='market', price=null, timeStamp=1608922659}
Order{id=10404, symbol='GOOG', side='buy', type='limit', price=null, timeStamp=1608922659}
Order{id=10405, symbol='GOOG', side='buy', type='limit', price=1733.8, timeStamp=1608922660}
Order{id=10406, symbol='FB', side='buy', type='limit', price=265.91, timeStamp=1608922660}
Order{id=10407, symbol='FB', side='buy', type='market', price=null, timeStamp=1608922661}
Order{id=10408, symbol='GOOG', side='buy', type='limit', price=1732.04, timeStamp=1608922662}
Order{id=10409, symbol='FB', side='sell', type='market', price=null, timeStamp=1608922663}
Order{id=10413, symbol='AMZN', side='buy', type='market', price=null, timeStamp=1608922664}
Order{id=10415, symbol='GOOG', side='sell', type='market', price=null, timeStamp=1608922665}
Order{id=10416, symbol='AMZN', side='buy', type='market', price=null, timeStamp=1608922665}
Order{id=10417, symbol='GOOG', side='buy', type='market', price=null, timeStamp=1608922666}
Order{id=10418, symbol='GOOG', side='sell', type='market', price=1732.09, timeStamp=1608922667}
Order{id=10419, symbol='FB', side='sell', type='limit', price=265.82, timeStamp=1608922668}
Order{id=10421, symbol='TSLA', side='sell', type='market', price=null, timeStamp=1608922668}
Order{id=10422, symbol='FB', side='buy', type='market', price=null, timeStamp=1608922669}
Order{id=10424, symbol='GOOG', side='sell', type='market', price=null, timeStamp=1608922671}
Order{id=10427, symbol='TSLA', side='sell', type='market', price=null, timeStamp=1608922673}
Order{id=10428, symbol='FB', side='sell', type='market', price=null, timeStamp=1608922673}
Order{id=10430, symbol='FB', side='buy', type='limit', price=266.95, timeStamp=1608922673}
Order{id=10432, symbol='AAPL', side='buy', type='market', price=null, timeStamp=1608922674}
Order{id=10433, symbol='TSLA', side='buy', type='market', price=null, timeStamp=1608922675}
Order{id=10434, symbol='FB', side='buy', type='market', price=null, timeStamp=1608922675}
Order{id=10439, symbol='AAPL', side='buy', type='market', price=null, timeStamp=1608922677}
Order{id=10440, symbol='TSLA', side='sell', type='market', price=null, timeStamp=1608922678}
Order{id=10442, symbol='AAPL', side='buy', type='market', price=null, timeStamp=1608922679}
Order{id=10443, symbol='FB', side='buy', type='market', price=null, timeStamp=1608922679}
Order{id=10444, symbol='GOOG', side='buy', type='limit', price=1733.67, timeStamp=1608922679}
Order{id=10445, symbol='FB', side='sell', type='limit', price=265.29, timeStamp=1608922680}
Order{id=10446, symbol='FB', side='buy', type='market', price=null, timeStamp=1608922681}
Order{id=10447, symbol='GOOG', side='buy', type='market', price=null, timeStamp=1608922682}
Order{id=10449, symbol='TSLA', side='buy', type='market', price=null, timeStamp=1608922683}
Order{id=10450, symbol='FB', side='sell', type='limit', price=265.21, timeStamp=1608922683}
Order{id=10451, symbol='GOOG', side='buy', type='limit', price=1733.76, timeStamp=1608922684}
Order{id=10453, symbol='TSLA', side='buy', type='market', price=null, timeStamp=1608922684}
Order{id=10455, symbol='GOOG', side='buy', type='limit', price=1732.26, timeStamp=1608922686}
Order{id=10457, symbol='GOOG', side='buy', type='market', price=null, timeStamp=1608922686}
Order{id=10459, symbol='FB', side='buy', type='market', price=null, timeStamp=1608922687}
Order{id=10460, symbol='FB', side='buy', type='limit', price=265.38, timeStamp=1608922688}
Order{id=10463, symbol='GOOG', side='sell', type='limit', price=1733.31, timeStamp=1608922688}
Order{id=10465, symbol='FB', side='buy', type='market', price=null, timeStamp=1608922689}
Order{id=10467, symbol='GOOG', side='buy', type='market', price=null, timeStamp=1608922690}
Order{id=10468, symbol='FB', side='sell', type='market', price=null, timeStamp=1608922690}
Order{id=10469, symbol='AMZN', side='buy', type='market', price=null, timeStamp=1608922691}
Order{id=10470, symbol='GOOG', side='buy', type='limit', price=1733.14, timeStamp=1608922692}
Order{id=10471, symbol='FB', side='buy', type='limit', price=266.36, timeStamp=1608922692}
Order{id=10472, symbol='FB', side='buy', type='limit', price=266.91, timeStamp=1608922692}
Order{id=10473, symbol='AMZN', side='buy', type='market', price=null, timeStamp=1608922693}
Order{id=10474, symbol='GOOG', side='sell', type='market', price=null, timeStamp=1608922693}
Order{id=10475, symbol='GOOG', side='buy', type='limit', price=1732.15, timeStamp=1608922693}
Order{id=10476, symbol='AMZN', side='buy', type='market', price=3170.31, timeStamp=1608922694}
Order{id=10478, symbol='FB', side='buy', type='market', price=null, timeStamp=1608922694}
Order{id=10480, symbol='GOOG', side='sell', type='market', price=null, timeStamp=1608922696}
Order{id=10485, symbol='GOOG', side='sell', type='limit', price=1732.81, timeStamp=1608922697}
Order{id=10486, symbol='TSLA', side='sell', type='market', price=null, timeStamp=1608922698}
Order{id=10488, symbol='GOOG', side='sell', type='limit', price=1733.5, timeStamp=1608922699}
Order{id=10490, symbol='AMZN', side='buy', type='market', price=null, timeStamp=1608922700}
Order{id=10493, symbol='TSLA', side='sell', type='market', price=null, timeStamp=1608922701}
Order{id=10494, symbol='AMZN', side='buy', type='market', price=null, timeStamp=1608922701}
Order{id=10496, symbol='TSLA', side='sell', type='market', price=null, timeStamp=1608922703}
Order{id=10498, symbol='FB', side='sell', type='market', price=null, timeStamp=1608922703}
Order{id=10499, symbol='AMZN', side='buy', type='market', price=null, timeStamp=1608922704}
Order{id=10500, symbol='AMZN', side='buy', type='market', price=3170.79, timeStamp=1608922704}
Order{id=10502, symbol='AAPL', side='sell', type='limit', price=null, timeStamp=1608922705}
Order{id=10503, symbol='GOOG', side='sell', type='market', price=null, timeStamp=1608922706}
Order{id=10504, symbol='GOOG', side='buy', type='limit', price=1733.36, timeStamp=1608922706}
Order{id=10508, symbol='GOOG', side='buy', type='limit', price=1733.06, timeStamp=1608922707}
Order{id=10509, symbol='GOOG', side='sell', type='limit', price=1733.88, timeStamp=1608922707}
Order{id=10510, symbol='FB', side='buy', type='limit', price=265.11, timeStamp=1608922708}
Order{id=10511, symbol='GOOG', side='sell', type='limit', price=1732.65, timeStamp=1608922709}
Order{id=10515, symbol='GOOG', side='buy', type='market', price=null, timeStamp=1608922711}
Order{id=10516, symbol='FB', side='buy', type='limit', price=266.04, timeStamp=1608922711}
Order{id=10517, symbol='GOOG', side='buy', type='market', price=null, timeStamp=1608922711}
Order{id=10519, symbol='FB', side='buy', type='market', price=null, timeStamp=1608922712}
